trial,flip_bit,round,hd
110,682,1,69
110,682,2,277
110,682,3,504
110,682,4,477
110,682,5,526
110,682,6,508
110,682,7,511
110,682,8,504
110,682,9,508
110,682,10,506
110,682,11,501
110,682,12,498
110,682,13,511
110,682,14,499
110,682,15,517
110,682,16,525
110,682,17,485
110,682,18,534
110,682,19,507
110,682,20,515
110,682,21,504
110,682,22,489
110,682,23,528
110,682,24,523
111,114,1,8
111,114,2,169
111,114,3,449
111,114,4,526
111,114,5,507
111,114,6,515
111,114,7,482
111,114,8,487
111,114,9,519
111,114,10,512
111,114,11,534
111,114,12,503
111,114,13,493
111,114,14,545
111,114,15,511
111,114,16,476
111,114,17,506
111,114,18,499
111,114,19,518
111,114,20,504
111,114,21,512
111,114,22,499
111,114,23,495
111,114,24,510
112,471,1,44
112,471,2,317
112,471,3,513
112,471,4,520
112,471,5,513
112,471,6,516
112,471,7,505
112,471,8,529
112,471,9,511
112,471,10,549
112,471,11,512
112,471,12,495
112,471,13,547
112,471,14,499
112,471,15,514
112,471,16,516
112,471,17,518
112,471,18,507
112,471,19,522
112,471,20,492
112,471,21,497
112,471,22,491
112,471,23,535
112,471,24,512
113,262,1,123
113,262,2,510
113,262,3,522
113,262,4,511
113,262,5,513
113,262,6,520
113,262,7,485
113,262,8,491
113,262,9,496
113,262,10,511
113,262,11,502
113,262,12,499
113,262,13,518
113,262,14,510
113,262,15,487
113,262,16,510
113,262,17,486
113,262,18,500
113,262,19,519
113,262,20,492
113,262,21,512
113,262,22,508
113,262,23,505
113,262,24,478
114,737,1,59
114,737,2,369
114,737,3,517
114,737,4,517
114,737,5,512
114,737,6,510
114,737,7,535
114,737,8,480
114,737,9,537
114,737,10,518
114,737,11,527
114,737,12,510
114,737,13,510
114,737,14,513
114,737,15,510
114,737,16,490
114,737,17,510
114,737,18,500
114,737,19,524
114,737,20,562
114,737,21,549
114,737,22,495
114,737,23,531
114,737,24,528
115,473,1,48
115,473,2,495
115,473,3,507
115,473,4,485
115,473,5,503
115,473,6,507
115,473,7,507
115,473,8,499
115,473,9,534
115,473,10,523
115,473,11,525
115,473,12,502
115,473,13,517
115,473,14,496
115,473,15,504
115,473,16,523
115,473,17,506
115,473,18,511
115,473,19,546
115,473,20,524
115,473,21,489
115,473,22,514
115,473,23,550
115,473,24,482
116,318,1,5
116,318,2,180
116,318,3,526
116,318,4,524
116,318,5,536
116,318,6,506
116,318,7,500
116,318,8,517
116,318,9,524
116,318,10,514
116,318,11,533
116,318,12,510
116,318,13,460
116,318,14,515
116,318,15,511
116,318,16,532
116,318,17,500
116,318,18,497
116,318,19,533
116,318,20,505
116,318,21,527
116,318,22,523
116,318,23,499
116,318,24,529
117,740,1,50
117,740,2,260
117,740,3,510
117,740,4,516
117,740,5,503
117,740,6,509
117,740,7,483
117,740,8,494
117,740,9,497
117,740,10,505
117,740,11,538
117,740,12,518
117,740,13,486
117,740,14,497
117,740,15,499
117,740,16,507
117,740,17,515
117,740,18,506
117,740,19,500
117,740,20,504
117,740,21,506
117,740,22,503
117,740,23,496
117,740,24,535
118,731,1,52
118,731,2,286
118,731,3,482
118,731,4,520
118,731,5,511
118,731,6,512
118,731,7,514
118,731,8,519
118,731,9,503
118,731,10,509
118,731,11,475
118,731,12,506
118,731,13,516
118,731,14,530
118,731,15,493
118,731,16,502
118,731,17,484
118,731,18,508
118,731,19,546
118,731,20,514
118,731,21,509
118,731,22,496
118,731,23,509
118,731,24,515
119,579,1,109
119,579,2,485
119,579,3,508
119,579,4,536
119,579,5,500
119,579,6,493
119,579,7,508
119,579,8,488
119,579,9,546
119,579,10,525
119,579,11,543
119,579,12,509
119,579,13,526
119,579,14,494
119,579,15,498
119,579,16,488
119,579,17,473
119,579,18,503
119,579,19,526
119,579,20,504
119,579,21,514
119,579,22,516
119,579,23,501
119,579,24,510
120,810,1,51
120,810,2,402
120,810,3,513
120,810,4,503
120,810,5,515
120,810,6,523
120,810,7,517
120,810,8,484
120,810,9,510
120,810,10,511
120,810,11,550
120,810,12,511
120,810,13,544
120,810,14,521
120,810,15,546
120,810,16,483
120,810,17,504
120,810,18,512
120,810,19,512
120,810,20,525
120,810,21,511
120,810,22,523
120,810,23,519
120,810,24,491
121,636,1,14
121,636,2,209
121,636,3,470
121,636,4,492
121,636,5,515
121,636,6,533
121,636,7,493
121,636,8,520
121,636,9,535
121,636,10,518
121,636,11,527
121,636,12,507
121,636,13,535
121,636,14,526
121,636,15,501
121,636,16,518
121,636,17,520
121,636,18,548
121,636,19,484
121,636,20,506
121,636,21,535
121,636,22,495
121,636,23,519
121,636,24,506
122,142,1,83
122,142,2,475
122,142,3,543
122,142,4,502
122,142,5,501
122,142,6,495
122,142,7,481
122,142,8,523
122,142,9,537
122,142,10,527
122,142,11,496
122,142,12,530
122,142,13,521
122,142,14,485
122,142,15,513
122,142,16,504
122,142,17,529
122,142,18,528
122,142,19,501
122,142,20,512
122,142,21,495
122,142,22,490
122,142,23,536
122,142,24,511
123,440,1,19
123,440,2,319
123,440,3,490
123,440,4,548
123,440,5,517
123,440,6,507
123,440,7,500
123,440,8,494
123,440,9,459
123,440,10,522
123,440,11,521
123,440,12,536
123,440,13,520
123,440,14,527
123,440,15,532
123,440,16,537
123,440,17,527
123,440,18,519
123,440,19,513
123,440,20,521
123,440,21,492
123,440,22,542
123,440,23,532
123,440,24,512
124,639,1,4
124,639,2,211
124,639,3,504
124,639,4,527
124,639,5,521
124,639,6,550
124,639,7,512
124,639,8,528
124,639,9,516
124,639,10,504
124,639,11,523
124,639,12,481
124,639,13,539
124,639,14,516
124,639,15,538
124,639,16,515
124,639,17,492
124,639,18,494
124,639,19,481
124,639,20,524
124,639,21,495
124,639,22,492
124,639,23,530
124,639,24,526
125,239,1,17
125,239,2,348
125,239,3,518
125,239,4,530
125,239,5,521
125,239,6,508
125,239,7,522
125,239,8,512
125,239,9,502
125,239,10,535
125,239,11,491
125,239,12,534
125,239,13,545
125,239,14,534
125,239,15,524
125,239,16,501
125,239,17,513
125,239,18,524
125,239,19,525
125,239,20,486
125,239,21,507
125,239,22,532
125,239,23,526
125,239,24,538
126,316,1,5
126,316,2,166
126,316,3,518
126,316,4,524
126,316,5,520
126,316,6,485
126,316,7,503
126,316,8,516
126,316,9,530
126,316,10,517
126,316,11,533
126,316,12,526
126,316,13,490
126,316,14,522
126,316,15,524
126,316,16,537
126,316,17,507
126,316,18,536
126,316,19,493
126,316,20,485
126,316,21,516
126,316,22,515
126,316,23,515
126,316,24,471
127,577,1,149
127,577,2,494
127,577,3,510
127,577,4,497
127,577,5,548
127,577,6,498
127,577,7,532
127,577,8,496
127,577,9,532
127,577,10,513
127,577,11,526
127,577,12,516
127,577,13,544
127,577,14,505
127,577,15,515
127,577,16,517
127,577,17,497
127,577,18,521
127,577,19,520
127,577,20,505
127,577,21,530
127,577,22,506
127,577,23,495
127,577,24,510
